name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Flavonifractor	946234	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	0.0000	0.0000	0.0000
Ruthenibacterium	1905344	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	0.0000	0.0000	0.0000
Thermocaproicibacter	3048127	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	0.0000	0.0000	0.0000
Subdoligranulum	292632	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	0.0000	0.0000	0.0000
Desulfitobacterium	36853	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	0.0090	0.0050	0.0150
Desulfosporosinus	79206	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	0.0080	0.0080	0.0090
Dehalobacter	56112	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	0.0060	0.0090	0.0080
Syntrophobotulus	51196	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	0.0010	0.0010	0.0010
Desulfofarcimen	2282742	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0100	0.0090	0.0040
Desulforamulus	2916693	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0070	0.0120	0.0100
Acididesulfobacillus	2924872	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0020	0.0000	0.0000
Thermanaerosceptrum	2651578	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0010	0.0030	0.0030
Candidatus Formimonas	2840454	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0010	0.0040	0.0070
Dehalobacterium	51514	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0010	0.0000	0.0010
Phosphitispora	2903061	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0000	0.0000	0.0010
Desulfofundulus	2282741	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	0.0000	0.0000	0.0000
Eubacterium	1730	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	0.0110	0.0110	0.0250
Acetobacterium	33951	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	0.0080	0.0040	0.0110
Anaerofustis	264995	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	0.0060	0.0020	0.0120
Alkalibacter	274470	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	0.0010	0.0010	0.0010
Pseudoramibacter	113286	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	0.0000	0.0000	0.0000
Syntrophomonas	862	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	0.0060	0.0160	0.0100
Candidatus Syntrophocurvum	2293313	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	0.0020	0.0010	0.0020
Syntrophothermus	129001	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	0.0010	0.0000	0.0000
Fenollaria	1686313	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		0.0030	0.0030	0.0040
Carboxydocella	178898	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVI. Incertae Sedis	0.0020	0.0000	0.0010
Sulfobacillus	28033	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	0.0010	0.0070	0.0060
Thermaerobacter	73918	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiales Family XVII. Incertae Sedis	0.0010	0.0000	0.0000
Proteiniborus	415014	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		0.0010	0.0000	0.0010
Levyella	1715798	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		0.0010	0.0000	0.0000
Intestinimonas	1392389	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		0.0000	0.0000	0.0000
Flintibacter	1918454	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales		0.0000	0.0000	0.0000
Tianxiuia	3680000	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Fusibacteraceae	0.0040	0.0000	0.0010
Helicovermis	3136917	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Fusibacteraceae	0.0020	0.0030	0.0010
Fusibacter	76008	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Fusibacteraceae	0.0010	0.0000	0.0000
Acutalibacter	1918385	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	0.0020	0.0090	0.0090
Caproiciproducens	1738645	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	0.0030	0.0000	0.0020
Caproicibacter	2576755	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	0.0000	0.0000	0.0000
Proteinivorax	1491776	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Proteinivoracaceae	0.0020	0.0010	0.0030
Alkalicella	2838170	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Proteinivoracaceae	0.0010	0.0010	0.0010
Aristaeella	3046369	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Aristaeellaceae	0.0030	0.0030	0.0020
Heliorestis	79598	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	0.0010	0.0000	0.0020
Heliomicrobium	2831443	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Heliobacteriaceae	0.0010	0.0000	0.0000
Caldinitratiruptor	1006480	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	0.0010	0.0000	0.0000
Symbiobacterium	2733	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	0.0000	0.0000	0.0000
Desulfotomaculum	1562	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	0.0010	0.0010	0.0010
Desulfoscipio	2867376	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	0.0010	0.0000	0.0000
Thermincola	278993	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Thermincolaceae	0.0010	0.0000	0.0000
Agathobaculum	2048137	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	0.0010	0.0000	0.0000
Butyricicoccus	580596	G	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Butyricicoccaceae	0.0000	0.0000	0.0000
Terrisporobacter	1505652	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0460	0.0730	0.0430
Paraclostridium	1849822	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0180	0.0250	0.0160
Tepidibacter	214904	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0170	0.0250	0.0350
Faecalimicrobium	3120164	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0150	0.0080	0.0090
Romboutsia	1501226	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0150	0.0380	0.0310
Peptostreptococcus	1257	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0180	0.0400	0.0180
Clostridioides	1870884	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0380	0.0240	0.0240
Intestinibacter	1505657	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0100	0.0170	0.0110
Peptacetobacter	2743582	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	0.0070	0.0070	0.0060
Andreesenella	3685825	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	0.0240	0.0240	0.0220
Alkaliphilus	114627	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	0.0140	0.0100	0.0180
Serpentinicella	1890059	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	0.0010	0.0030	0.0000
Anoxybacterium	3408579	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	0.0180	0.0060	0.0140
Sinanaerobacter	2886866	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	0.0030	0.0010	0.0010
Aminipila	2060094	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	0.0020	0.0010	0.0030
Emergencia	1926556	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	0.0020	0.0020	0.0070
Ihubacter	1926667	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	0.0010	0.0010	0.0000
Mogibacterium	86331	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	0.0000	0.0090	0.0000
Caminicella	166484	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Caminicellaceae	0.0080	0.0220	0.0170
Filifactor	44259	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Filifactoraceae	0.0050	0.0010	0.0060
Acetoanaerobium	186831	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Filifactoraceae	0.0010	0.0050	0.0010
Geosporobacter	390805	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Thermotaleaceae	0.0010	0.0010	0.0010
Peptoclostridium	1481960	G	Bacteria	Bacillati	Bacillota	Clostridia	Peptostreptococcales	Peptoclostridiaceae	0.0000	0.0000	0.0000
Anaerocolumna	1843210	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0150	0.0220	0.0180
Blautia	572511	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0220	0.0330	0.0100
Anaerostipes	207244	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0170	0.0350	0.0390
Roseburia	841	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0150	0.0250	0.0200
Butyrivibrio	830	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0100	0.0030	0.0090
Lacrimispora	2719231	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0090	0.0060	0.0200
Lachnoclostridium	1506553	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0080	0.0060	0.0020
Dorea	189330	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0130	0.0020	0.0020
Stomatobaculum	1213720	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0060	0.0120	0.0080
Anaeromicropila	3024823	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0050	0.0020	0.0040
Mediterraneibacter	2316020	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0070	0.0150	0.0240
Agathobacter	1766253	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0070	0.0060	0.0030
Wujia	2944152	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0060	0.0150	0.0070
Jutongia	2944194	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0040	0.0010	0.0010
Enterocloster	2719313	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0040	0.0030	0.0020
Chordicoccus	3031933	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0030	0.0070	0.0040
Coprococcus	33042	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0050	0.0000	0.0020
Herbinix	1663717	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0040	0.0170	0.0170
Pseudobutyrivibrio	46205	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0030	0.0050	0.0030
Tyzzerella	1506577	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0490	0.0020
Allocoprococcus	3569723	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0040	0.0040	0.0080
Chakrabartyella	3088373	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0010	0.0030
Hungatella	1649459	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0010	0.0030
Lachnoanaerobaculum	1164882	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0030	0.0080
Anaerobutyricum	2569097	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0000	0.0010
Candidatus Epulonipiscium	2383	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0020	0.0030
Eshraghiella	3342669	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0000	0.0000
Claveliimonas	3076670	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0000	0.0040
Anaeropeptidivorans	2997360	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0010	0.0000
Novisyntrophococcus	2888809	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0010
Wansuia	2944198	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0000
Sellimonas	1769710	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0000	0.0010
Kineothrix	2163168	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0010
Hominifimenecus	3073585	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0040	0.0010
Faecalimonas	2005355	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0020	0.0000	0.0000
Otoolea	2941495	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0000
Eisenbergiella	1432051	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0000
Qiania	2944195	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0000
Simiaoa	2944193	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0000
Marvinbryantia	248744	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0000
Lachnospira	28050	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.0010	0.0000	0.0010
Vallitalea	1348611	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Vallitaleaceae	0.0090	0.0160	0.0110
Petrocella	2603323	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Vallitaleaceae	0.0050	0.0090	0.0120
Anaerotignum	2039240	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	0.0070	0.0010	0.0040
Cellulosilyticum	698776	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Cellulosilyticaceae	0.0060	0.0240	0.0130
Defluviitalea	1185408	G	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	0.0000	0.0000	0.0010
Halanaerobium	2330	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	0.0230	0.0170	0.0160
Iocasia	2899804	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	0.0010	0.0000	0.0000
Halocella	46466	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halanaerobiaceae	0.0000	0.0010	0.0000
Halobacteroides	42417	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	0.0080	0.0220	0.0210
Natroniella	52003	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	0.0080	0.0100	0.0090
Acetohalobium	28186	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	0.0020	0.0040	0.0020
Anoxybacter	1769008	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales		0.0080	0.0210	0.0000
Halothermothrix	32636	G	Bacteria	Bacillati	Bacillota	Clostridia	Halanaerobiales	Halothermotrichaceae	0.0050	0.0010	0.0040
Thermoanaerobacterium	28895	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0110	0.0110	0.0060
Thermoanaerobacter	1754	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0040	0.0070	0.0060
Carboxydothermus	129957	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0000	0.0000	0.0000
Desulfothermobacter	2079011	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0000	0.0000	0.0000
Aceticella	3051499	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0000	0.0020	0.0020
Thermacetogenium	140458	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0000	0.0000	0.0000
Caldanaerobacter	249529	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0000	0.0000	0.0010
Gelria	189326	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	0.0000	0.0000	0.0000
Candidatus Desulforudis	471826	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Candidatus Desulforudaceae	0.0000	0.0000	0.0000
Neomoorella	44260	G	Bacteria	Bacillati	Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	0.0040	0.0000	0.0020
Thermanaeromonas	202949	G	Bacteria	Bacillati	Bacillota	Clostridia	Neomoorellales	Neomoorellaceae	0.0010	0.0010	0.0010
Metallumcola	3234175	G	Bacteria	Bacillati	Bacillota	Clostridia	Neomoorellales	Desulfitibacteraceae	0.0050	0.0040	0.0050
Zhaonella	2748674	G	Bacteria	Bacillati	Bacillota	Clostridia	Neomoorellales	Zhaonellaceae	0.0010	0.0000	0.0000
Tepidanaerobacter	499228	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	0.0070	0.0190	0.0040
Biomaibacter	2770094	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	0.0030	0.0040	0.0030
Thermosediminibacter	291988	G	Bacteria	Bacillati	Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	0.0000	0.0000	0.0000
Acetivibrio	35829	G	Bacteria	Bacillati	Bacillota	Clostridia	Acetivibrionales	Acetivibrionaceae	0.0080	0.0170	0.0070
Natranaerofaba	2807497	G	Bacteria	Bacillati	Bacillota	Clostridia	Natranaerobiales	Natranaerofabaceae	0.0030	0.0180	0.0010
Natranaerobius	375928	G	Bacteria	Bacillati	Bacillota	Clostridia	Natranaerobiales	Natranaerobiaceae	0.0010	0.0000	0.0010
Koleobacter	2786989	G	Bacteria	Bacillati	Bacillota	Clostridia	Koleobacterales	Koleobacteraceae	0.0020	0.0030	0.0040
Christensenella	990721	G	Bacteria	Bacillati	Bacillota	Clostridia	Christensenellales	Christensenellaceae	0.0010	0.0000	0.0000
Monoglobus	2039302	G	Bacteria	Bacillati	Bacillota	Clostridia	Monoglobales	Monoglobaceae	0.0010	0.0010	0.0010
Mahella	252965	G	Bacteria	Bacillati	Bacillota	Clostridia	Mahellales	Mahellaceae	0.0000	0.0000	0.0000
Erysipelothrix	1647	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0480	0.0850	0.0570
Allocoprobacillus	3059504	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0100	0.0170	0.0120
Hoskinsella	3681505	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0100	0.0140	0.0230
Intestinibaculum	2679910	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0040	0.0020	0.0040
Bulleidia	118747	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0040	0.0120	0.0160
Solobacterium	123375	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0070	0.0020	0.0040
Amedibacterium	2749267	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0040	0.0040	0.0030
Longicatena	1918536	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0040	0.0010	0.0030
Allobaculum	174708	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0010	0.0000	0.0000
Holdemania	61170	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0010	0.0000	0.0010
Faecalibaculum	1729679	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0000	0.0000	0.0000
Massilimicrobiota	1924110	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	0.0050	0.0110	0.0170
Turicibacter	191303	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	0.0610	0.0540	0.0520
Faecalibacillus	2678885	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	0.0400	0.0890	0.0620
Catenibacterium	135858	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	0.0210	0.0300	0.0350
Thomasclavelia	3025755	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	0.0150	0.0630	0.0190
Tannockella	2943184	G	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	0.0040	0.0130	0.0130
Megasphaera	906	G	Bacteria	Bacillati	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	0.0410	0.0070	0.0100
Veillonella	29465	G	Bacteria	Bacillati	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	0.0240	0.0500	0.0270
Dialister	39948	G	Bacteria	Bacillati	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	0.0050	0.0020	0.0030
Sporomusa	2375	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	0.0190	0.0350	0.0210
Anaerosinus	151037	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	0.0060	0.0240	0.0050
Pelosinus	365348	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	0.0050	0.0070	0.0090
Methylomusa	2093783	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	0.0010	0.0030	0.0050
Megamonas	158846	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	0.0130	0.0240	0.0200
Pectinatus	864	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	0.0060	0.0080	0.0030
Selenomonas	970	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	0.0050	0.0010	0.0020
Mitsuokella	52225	G	Bacteria	Bacillati	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	0.0010	0.0010	0.0000
Phascolarctobacterium	33024	G	Bacteria	Bacillati	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	0.0030	0.0010	0.0030
Acidaminococcus	904	G	Bacteria	Bacillati	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	0.0020	0.0000	0.0010
Parvimonas	543311	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0270	0.0630	0.0440
Anaerococcus	165779	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0190	0.0340	0.0310
Peptoniphilus	162289	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0200	0.0370	0.0210
Helcococcus	31983	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0110	0.0290	0.0210
Miniphocaeibacter	2126548	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0070	0.0170	0.0180
Microaceticoccus	3421489	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0040	0.0050	0.0070
Finegoldia	150022	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0060	0.0070	0.0070
Murdochiella	1161127	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0010	0.0000	0.0000
Aedoeadaptatus	2981628	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	0.0000	0.0000	0.0000
Keratinibaculum	1354809	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	0.0160	0.0220	0.0130
Schnuerera	2794837	G	Bacteria	Bacillati	Bacillota	Tissierellia	Tissierellales	Tepidimicrobiaceae	0.0020	0.0020	0.0010
