name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Roseobacteraceae	2854170	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	0.1450	0.0110	0.0530
Paracoccaceae	31989	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	0.1390	0.0140	0.0600
Sphingomonadaceae	41297	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.1130	0.0260	0.1460
Erythrobacteraceae	335929	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0510	0.0060	0.0190
Sphingorhabdaceae	3423719	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0270	0.0060	0.0160
Sphingobiaceae	3423717	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0380	0.0210	0.0200
Sphingopyxidaceae	3423718	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0180	0.0020	0.0090
Zymomonadaceae	2844881	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0190	0.0000	0.0030
Sphingosinicellaceae	2820280	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0040	0.0000	0.0020
Sphingomicrobiaceae	3423713	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0040	0.0000	0.0010
Parasphingopyxidaceae	3423716	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0030	0.0000	0.0000
Blastomonadaceae	3423720	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0030	0.0000	0.0010
Rhizorhabdaceae	3423714	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0040	0.0040	0.0030
Aquisediminimonadaceae	3423715	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	0.0000	0.0000	0.0000
Thalassospiraceae	2844866	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0330	0.0020	0.0090
Azospirillaceae	2829815	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0290	0.0030	0.0170
Terasakiellaceae	2813951	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0130	0.0020	0.0030
Rhodospirillaceae	41295	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0140	0.0040	0.0060
Aestuariispiraceae	3466454	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0040	0.0000	0.0010
Novispirillaceae	3031145	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0040	0.0000	0.0020
Thalassobaculaceae	2844864	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0040	0.0000	0.0020
Zavarziniaceae	2844877	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0020	0.0000	0.0010
Dongiaceae	3031144	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0020	0.0000	0.0010
Rhodovibrionaceae	2844403	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0020	0.0000	0.0010
Magnetovibrionaceae	3031143	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0010	0.0000	0.0000
Allostellaceae	2844601	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0010	0.0000	0.0010
Magnetospirillaceae	3036766	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	0.0010	0.0000	0.0010
Rickettsiaceae	775	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	0.0460	0.0610	0.0550
Anaplasmataceae	942	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	0.0340	0.0430	0.0440
Candidatus Midichloriaceae	1328881	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	0.0030	0.0000	0.0010
Candidatus Deianiraeaceae	2603433	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rickettsiales	0.0010	0.0000	0.0000
Candidatus Pelagibacteraceae	1655514	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	0.0430	0.0410	0.0210
Caulobacteraceae	76892	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	0.0450	0.0050	0.0240
Maricaulaceae	2800061	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Maricaulales	0.0260	0.0010	0.0070
Robiginitomaculaceae	2800062	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Maricaulales	0.0080	0.0000	0.0050
Holosporaceae	44746	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Holosporales	0.0100	0.0020	0.0040
Candidatus Paracaedibacteraceae	1777752	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Holosporales	0.0030	0.0000	0.0010
Candidatus Nucleicultricaceae	3399800	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Holosporales	0.0010	0.0140	0.0010
Kordiimonadaceae	1331809	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Kordiimonadales	0.0100	0.0000	0.0020
Temperatibacteraceae	1549128	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Kordiimonadales	0.0040	0.0000	0.0020
Hyphomonadaceae	69657	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	0.0120	0.0010	0.0080
Sneathiellaceae	510685	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sneathiellales	0.0110	0.0000	0.0010
Parvularculaceae	255474	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Parvularculales	0.0100	0.0010	0.0030
Geminicoccaceae	2066434	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Geminicoccales	0.0110	0.0010	0.0060
Emcibacteraceae	2066491	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Emcibacterales	0.0080	0.0020	0.0040
Candidatus Puniceispirillaceae	3119833	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Puniceispirillales	0.0040	0.0000	0.0010
Candidatus Levibacteraceae	3457285	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Candidatus Puniceispirillales	0.0010	0.0030	0.0000
Radicibacteraceae	3462473	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Radicibacterales	0.0020	0.0000	0.0010
Minwuiaceae	2493628	F	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Minwuiales	0.0010	0.0000	0.0010
Erwiniaceae	1903409	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.3970	0.5580	1.0770
Enterobacteriaceae	543	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.8120	0.6900	0.8420
Morganellaceae	1903414	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.1820	2.5290	0.1720
Yersiniaceae	1903411	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.1160	0.1020	0.1190
Pectobacteriaceae	1903410	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.0390	0.0310	0.0390
Hafniaceae	1903412	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.0130	0.0060	0.0170
Bruguierivoracaceae	2812006	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.0060	0.0020	0.0180
Budviciaceae	1903416	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.0050	0.0010	0.0030
Gallaecimonadaceae	3120698	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	0.0030	0.0000	0.0010
Moraxellaceae	468	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	0.8160	0.9000	1.4990
Pseudoalteromonadaceae	267888	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.1010	0.1020	0.0740
Shewanellaceae	267890	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0860	0.0430	0.0770
Colwelliaceae	267889	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0760	0.0810	0.0690
Alteromonadaceae	72275	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0690	0.0340	0.0380
Psychromonadaceae	267894	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0220	0.0230	0.0140
Idiomarinaceae	267893	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0160	0.0020	0.0020
Moritellaceae	267891	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0090	0.0010	0.0130
Ferrimonadaceae	267892	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0050	0.0000	0.0020
Aegicerorhabdaceae	3614797	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Alteromonadales	0.0000	0.0000	0.0000
Pseudomonadaceae	135621	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	0.3410	0.1110	0.5440
Marinobacteraceae	2887365	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	0.0230	0.0040	0.0090
Candidatus Njordibacteraceae	3457296	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	0.0130	0.0120	0.0060
Ketobacteraceae	3085096	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	0.0020	0.0000	0.0000
Pseudohongiellaceae	3085095	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	0.0010	0.0000	0.0000
Vibrionaceae	641	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Vibrionales	0.2840	0.2060	0.2340
Oceanospirillaceae	135620	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0860	0.0500	0.0420
Halomonadaceae	28256	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0740	0.0250	0.0420
Pleioneaceae	2823145	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0150	0.0200	0.0210
Zooshikellaceae	2898533	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0140	0.0200	0.0060
Endozoicomonadaceae	2066474	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0120	0.0020	0.0050
Saccharospirillaceae	255527	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0060	0.0000	0.0020
Hahellaceae	224379	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0040	0.0000	0.0020
Alcanivoracaceae	224372	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0070	0.0000	0.0010
Balneatrichaceae	2301193	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0010	0.0000	0.0000
Litorivicinaceae	449732	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0000	0.0000	0.0000
Oleiphilaceae	191033	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	0.0000	0.0010	0.0010
Pasteurellaceae	712	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pasteurellales	0.1730	0.1400	0.1850
Lysobacteraceae	32033	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	0.1000	0.0310	0.1730
Rhodanobacteraceae	1775411	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	0.0330	0.0030	0.0230
Marinicellaceae	3120710	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Lysobacterales	0.0010	0.0000	0.0000
Coxiellaceae	118968	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	0.0790	0.0960	0.0380
Legionellaceae	444	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Legionellales	0.0350	0.0190	0.0390
Piscirickettsiaceae	135616	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	0.0540	0.0350	0.0270
Francisellaceae	34064	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	0.0380	0.0310	0.0240
Thiotrichaceae	135617	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	0.0050	0.0050	0.0050
Fastidiosibacteraceae	2056687	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiotrichales	0.0000	0.0000	0.0000
Cellvibrionaceae	1706371	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	0.0370	0.0150	0.0100
Microbulbiferaceae	1706373	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	0.0180	0.0050	0.0070
Porticoccaceae	1706374	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	0.0070	0.0120	0.0070
Halieaceae	1706372	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	0.0060	0.0000	0.0010
Spongiibacteraceae	1706375	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	0.0030	0.0020	0.0020
Orbaceae	1240483	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Orbales	0.0690	0.0840	0.0630
Aeromonadaceae	84642	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	0.0550	0.0450	0.0380
Succinivibrionaceae	83763	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Aeromonadales	0.0100	0.0040	0.0050
Chromatiaceae	1046	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0200	0.0180	0.0110
Ectothiorhodospiraceae	72276	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0120	0.0010	0.0030
Sedimenticolaceae	3067276	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0070	0.0050	0.0030
Halothiobacillaceae	255526	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0020	0.0000	0.0010
Granulosicoccaceae	449719	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0020	0.0000	0.0000
Wenzhouxiangellaceae	1676141	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0010	0.0000	0.0000
Thioalkalibacteraceae	2035710	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Chromatiales	0.0010	0.0000	0.0000
Methylococcaceae	403	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	0.0400	0.0130	0.0180
Methylothermaceae	1486721	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	0.0000	0.0000	0.0010
Candidatus Pseudothioglobaceae	3399801	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		0.0140	0.0070	0.0210
Celerinatantimonadaceae	412032	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria		0.0050	0.0000	0.0010
Kangiellaceae	1920240	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Kangiellales	0.0110	0.0030	0.0060
Ignatzschineriaceae	3018589	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	0.0060	0.0100	0.0030
Cardiobacteriaceae	868	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	0.0040	0.0000	0.0010
Acidiferrobacteraceae	1692041	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	0.0020	0.0000	0.0000
Nevskiaceae	568386	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Nevskiales	0.0010	0.0000	0.0010
Algiphilaceae	1266054	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Nevskiales	0.0020	0.0000	0.0010
Salinisphaeraceae	742031	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	0.0010	0.0000	0.0010
Woeseiaceae	1738654	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Woeseiales	0.0010	0.0000	0.0000
Candidatus Johnevansiaceae	3399796	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Candidatus Johnevansiales	0.0010	0.0000	0.0000
Thiohalobacteraceae	3085110	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiohalobacterales	0.0010	0.0000	0.0000
Immundisolibacteraceae	1934946	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	0.0010	0.0000	0.0000
Candidatus Comchoanobacteraceae	2975285	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Candidatus Comchoanobacterales	0.0000	0.0000	0.0000
Candidatus Poriferihabitaceae	3033994	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Arenicellales	0.0000	0.0000	0.0000
Candidatus Rariloculaceae	2978122	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Candidatus Rariloculales	0.0000	0.0000	0.0000
Thiohalomonadaceae	3084969	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Thiohalomonadales	0.0000	0.0000	0.0000
Steroidobacteraceae	2689614	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	0.0000	0.0000	0.0000
Candidatus Foliamicaceae	3023562	F	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Candidatus Foliamicales	0.0000	0.0000	0.0000
Burkholderiaceae	119060	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	0.5150	0.0610	0.1570
Comamonadaceae	80864	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	0.0790	0.0180	0.0540
Oxalobacteraceae	75682	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	0.0640	0.0260	0.0360
Alcaligenaceae	506	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	0.0740	0.0170	0.0280
Sphaerotilaceae	2975441	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	0.0120	0.0030	0.0150
Sutterellaceae	995019	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	0.0080	0.0000	0.0000
Neisseriaceae	481	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	0.0570	0.0340	0.0440
Chitinibacteraceae	2897177	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	0.0160	0.0020	0.0060
Chromobacteriaceae	1499392	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	0.0120	0.0010	0.0040
Aquaspirillaceae	2897176	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Neisseriales	0.0020	0.0370	0.0010
Methylophilaceae	32011	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0210	0.0220	0.0090
Nitrosomonadaceae	206379	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0080	0.0020	0.0040
Sterolibacteriaceae	2008793	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0040	0.0000	0.0010
Sulfuricellaceae	2772226	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0030	0.0000	0.0020
Gallionellaceae	90627	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0030	0.0000	0.0010
Thiobacillaceae	2008790	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0020	0.0000	0.0010
Usitatibacteraceae	2803844	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	0.0210	0.0010	0.0160
Casimicrobiaceae	2705999	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria		0.0050	0.0010	0.0020
Zoogloeaceae	2008794	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	0.0070	0.0010	0.0030
Azonexaceae	2008795	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	0.0060	0.0000	0.0020
Rhodocyclaceae	75787	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	0.0040	0.0010	0.0020
Fluviibacteraceae	2808923	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Rhodocyclales	0.0010	0.0010	0.0000
Ferrovaceae	1442156	F	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Ferrovales	0.0000	0.0000	0.0000
Acidithiobacillaceae	225058	F	Bacteria	Pseudomonadati	Pseudomonadota	Acidithiobacillia	Acidithiobacillales	0.0100	0.0010	0.0040
Mariprofundaceae	580372	F	Bacteria	Pseudomonadati	Pseudomonadota	Candidatius Mariprofundia	Mariprofundales	0.0010	0.0000	0.0010
Magnetococcaceae	1191479	F	Bacteria	Pseudomonadati	Pseudomonadota	Magnetococcia	Magnetococcales	0.0010	0.0000	0.0000
Hydrogenophilaceae	206349	F	Bacteria	Pseudomonadati	Pseudomonadota	Hydrogenophilia	Hydrogenophilales	0.0000	0.0000	0.0010
Flavobacteriaceae	49546	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.8790	1.3300	1.0740
Weeksellaceae	2762318	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.1620	0.2270	0.2220
Blattabacteriaceae	39782	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.0330	0.0650	0.0470
Crocinitomicaceae	1853230	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.0030	0.0000	0.0020
Owenweeksiaceae	3024551	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.0020	0.0000	0.0000
Sanyastnellaceae	3228945	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.0010	0.0000	0.0010
Parvicellaceae	2975259	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.0010	0.0000	0.0000
Ichthyobacteriaceae	1755828	F	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	0.0010	0.0000	0.0000
Sphingobacteriaceae	84566	F	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	0.2350	0.2610	0.2440
Aurantibacillaceae	3088888	F	Bacteria	Pseudomonadati	Bacteroidota	Sphingobacteriia	Sphingobacteriales	0.0000	0.0000	0.0000
Hymenobacteraceae	1853232	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0300	0.0170	0.0200
Flammeovirgaceae	200667	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0250	0.0530	0.0320
Spirosomataceae	2896860	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0190	0.0140	0.0200
Cyclobacteriaceae	563798	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0170	0.0140	0.0220
Roseivirgaceae	2762306	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0160	0.0220	0.0150
Bernardetiaceae	1937968	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0150	0.0160	0.0230
Cytophagaceae	89373	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0110	0.0060	0.0120
Leadbetterellaceae	3141702	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0100	0.0120	0.0120
Marivirgaceae	2762301	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0100	0.0260	0.0100
Reichenbachiellaceae	2762302	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0060	0.0020	0.0060
Fulvivirgaceae	2762286	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0050	0.0110	0.0050
Amoebophilaceae	1501348	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0040	0.0010	0.0010
Flectobacillaceae	3141701	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0030	0.0020	0.0040
Persicobacteraceae	1853234	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0020	0.0020	0.0060
Catalimonadaceae	1522127	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0020	0.0000	0.0010
Rhodocytophagaceae	3078917	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0020	0.0000	0.0000
Mangrovivirgaceae	2858885	F	Bacteria	Pseudomonadati	Bacteroidota	Cytophagia	Cytophagales	0.0010	0.0000	0.0000
Prevotellaceae	171552	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0400	0.0250	0.0290
Bacteroidaceae	815	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0420	0.0530	0.0400
Tannerellaceae	2005525	F	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	0.0180	0.0120	0.0080
