name	taxonomy_id	taxonomy_lvl	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	5MMH_5_pct_reads	6PEH_6_pct_reads	SVH11_Q11_pct_reads
Lacticaseibacillus chiayiensis	2100821	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	0.0250	0.0210	0.0180
Lacticaseibacillus zeae	57037	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	0.0110	0.0060	0.0130
Lacticaseibacillus casei	1582	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	0.0400	0.0010	0.0260
Lacticaseibacillus parahuelsenbergensis	3068305	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	0.0070	0.0050	0.0030
Liquorilactobacillus nagelii	82688	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	0.1590	0.2730	0.2420
Liquorilactobacillus hordei	468911	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	0.1640	0.2250	0.1630
Liquorilactobacillus mali	1618	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	0.1250	0.1510	0.1440
Liquorilactobacillus satsumensis	259059	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	0.0870	0.0740	0.1020
Latilactobacillus curvatus	28038	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	0.1610	0.1330	0.1590
Latilactobacillus sakei	1599	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	0.1560	0.1470	0.1630
Latilactobacillus fuchuensis	164393	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	0.0680	0.0390	0.0500
Latilactobacillus graminis	60519	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	0.0400	0.0410	0.0450
Latilactobacillus sp. 5-91	3410924	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	0.0110	0.0070	0.0130
Secundilactobacillus malefermentans	176292	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	0.3140	0.3050	0.2910
Secundilactobacillus paracollinoides	240427	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	0.2480	0.2060	0.1420
Furfurilactobacillus rossiae	231049	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	0.1760	0.2030	0.1370
Furfurilactobacillus milii	2888272	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	0.0740	0.0370	0.0450
Furfurilactobacillus cerevisiae	3480032	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Furfurilactobacillus	0.0810	0.0360	0.0710
Bombilactobacillus bombi	1303590	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Bombilactobacillus	0.1220	0.2040	0.1590
Bombilactobacillus thymidiniphilus	2923363	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Bombilactobacillus	0.0730	0.1300	0.1150
Bombilactobacillus folatiphilus	2923362	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Bombilactobacillus	0.0510	0.0630	0.0930
Dellaglioa kimchii	3344667	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	0.2060	0.3710	0.2470
Dellaglioa sp. L3N	3470102	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	0.1120	0.1630	0.1380
Periweissella cryptocerci	2506420	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Periweissella	0.2240	0.2040	0.1300
Oenococcus oeni	1247	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	0.0920	0.1350	0.1050
Oenococcus kitaharae	336988	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	0.0440	0.0610	0.0510
Oenococcus alcoholitolerans	931074	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	0.0480	0.0790	0.0740
Oenococcus sicerae	2203724	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus	0.0260	0.0430	0.0450
Holzapfeliella sp. JNUCC 80	3469802	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Holzapfeliella	0.0890	0.1360	0.1010
Holzapfeliella sp. JNUCC 72	3469806	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Holzapfeliella	0.0600	0.0600	0.0690
Agrilactobacillus fermenti	2586909	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Agrilactobacillus	0.1310	0.1950	0.1540
Xylocopilactobacillus apis	2932183	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Xylocopilactobacillus	0.0660	0.1210	0.0820
Xylocopilactobacillus apicola	2932184	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Xylocopilactobacillus	0.0250	0.0180	0.0220
Schleiferilactobacillus harbinensis	304207	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	0.0600	0.0380	0.0410
Lapidilactobacillus dextrinicus	51664	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus	0.0590	0.0790	0.0670
Amylolactobacillus amylophilus	1603	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	0.0120	0.0120	0.0110
Enterococcus sp. 22-H-5-01	3418555	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0380	0.0690	0.0640
Enterococcus sp. DIV0724b	2774694	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0380	0.0580	0.0210
Enterococcus sp. DIV0876	2774633	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0190	0.0250	0.0170
Enterococcus sp. DIV0210g	2774656	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0210	0.0130	0.0230
Enterococcus sp. AZ170	2774747	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0140	0.0190	0.0220
Enterococcus sp. DIV0212c	2230867	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0100	0.0170	0.0230
Enterococcus sp. DIV0800	2774646	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0030	0.0050	0.0100
Enterococcus sp. DIV1304_2	2774706	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0060	0.0010	0.0110
Enterococcus sp. DIV2432	2774762	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0140	0.0100	0.0130
Enterococcus sp. AZ035	2774935	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0360	0.0000	0.0010
Enterococcus sp. AZ009	2774766	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0330	0.2160	0.0450
Enterococcus sp. FDAARGOS_375	2060307	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0070	0.0000	0.0060
Enterococcus sp. AZ095a	2774718	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0240	0.0000	0.0280
Enterococcus sp. DIV1767	2774670	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0040	0.0040	0.0100
Enterococcus sp. FZMF	3050383	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0020	0.0040	0.0100
Enterococcus sp. DIV1368b	2774711	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0010	0.0000	0.0000
Enterococcus sp. ZQ21	3044568	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0090	0.0000	0.0000
Enterococcus sp. DIV0176	2774758	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0020	0.0000	0.0010
Enterococcus sp. CR-Ec1	2057791	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0030	0.0000	0.0010
Enterococcus sp. DIV0836a	2775020	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0030	0.0010	0.0000
Enterococcus sp. DIV0774	2774989	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0010	0.0000	0.0000
Candidatus Enterococcus dunnyi	1834192	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.1430	0.1320	0.0570
Enterococcus durans	53345	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0810	0.1510	0.1550
Enterococcus cecorum	44008	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0490	0.0600	0.0790
Candidatus Enterococcus palustris	1834189	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0350	0.0450	0.0320
Enterococcus faecalis	1351	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.5810	0.4930	0.8670
Enterococcus raffinosus	71452	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0350	0.0360	0.0430
Enterococcus saccharolyticus	41997	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0590	0.0670	0.0640
Enterococcus rotai	118060	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0240	0.0340	0.0220
Enterococcus alishanensis	1303817	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0270	0.0370	0.0250
Candidatus Enterococcus clewellii	1834193	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0220	0.0320	0.0220
Enterococcus gilvus	160453	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0250	0.0200	0.0190
Enterococcus saigonensis	1805431	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0620	0.1840	0.0780
Enterococcus mundtii	53346	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0300	0.0550	0.0340
Enterococcus dispar	44009	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0280	0.0140	0.0170
Enterococcus avium	33945	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0250	0.0290	0.0320
Enterococcus montenegrensis	3031993	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0210	0.0210	0.0320
Candidatus Enterococcus lowellii	2230877	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0170	0.0680	0.0290
Enterococcus bulliens	1665476	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0200	0.0230	0.0220
Enterococcus faecium	1352	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.3310	0.7660	0.5060
Candidatus Enterococcus mangumiae	2230878	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0120	0.0030	0.0160
Enterococcus wangshanyuanii	2005703	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0080	0.0030	0.0120
Candidatus Enterococcus lemimoniae	1834167	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0050	0.0050	0.0120
Enterococcus hirae	1354	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0300	0.0360	0.0320
Enterococcus casseliflavus	37734	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0180	0.0030	0.0190
Enterococcus devriesei	319970	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0040	0.0110	0.0030
Enterococcus gallinarum	1353	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0180	0.0000	0.0090
Enterococcus innesii	2839759	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0010	0.0070	0.0150
Enterococcus lactis	357441	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0.0050	0.0030	0.0020
Vagococcus sp. JNUCC 83	3469799	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0310	0.0400	0.0580
Vagococcus sp. CY52-2	2925838	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0310	0.1070	0.0490
Vagococcus penaei	633807	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0370	0.0740	0.0590
Vagococcus hydrophili	2714947	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0310	0.0410	0.0500
Vagococcus lutrae	81947	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0460	0.0930	0.0540
Vagococcus coleopterorum	2714946	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0280	0.0410	0.0280
Vagococcus carniphilus	218144	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0440	0.0900	0.0950
Vagococcus intermedius	2991418	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0220	0.0460	0.0340
Vagococcus xieshaowenii	2562451	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0280	0.0330	0.0370
Vagococcus salmoninarum	2739	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0190	0.0130	0.0200
Vagococcus zengguangii	2571750	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0200	0.0250	0.0230
Vagococcus luciliae	2920380	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0240	0.0330	0.0280
Vagococcus fluvialis	2738	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0250	0.0660	0.0850
Vagococcus jeotgali	3109030	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0150	0.0180	0.0350
Vagococcus teuberi	519472	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0.0120	0.0240	0.0130
Tetragenococcus halophilus	51669	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	0.1400	0.2710	0.2390
Tetragenococcus osmophilus	526944	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	0.0720	0.1030	0.1640
Tetragenococcus koreensis	290335	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	0.0210	0.0220	0.0420
Melissococcus plutonius	33970	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus	0.0460	0.0500	0.0270
Streptococcus danieliae	747656	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0830	0.1070	0.0670
Streptococcus sp. oral taxon 061	712623	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0070	0.0010	0.0020
Streptococcus sp. Marseille-Q3533	2759692	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0050	0.0030	0.0010
Streptococcus sp. KHUD_017	3466459	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0040	0.0010	0.0030
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	3077584	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0040	0.0080	0.0150
Streptococcus sp. HSISS3	1316412	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0100	0.0000	0.0020
Streptococcus sp. SN-1	3074854	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0050	0.0000	0.0000
Streptococcus sp. HSISS2	1316411	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0090	0.0100	0.0210
Streptococcus sp. KHUD_014	3434353	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0030	0.0020	0.0030
Streptococcus sp. FSL R7-0248	2975324	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0090	0.0000	0.0000
Streptococcus sp. ZY1909104	3233335	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0020	0.0000	0.0010
Streptococcus sp. 1643	2576376	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0030	0.0000	0.0000
Streptococcus sp. HN38	3020829	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0040	0.0000	0.0010
Streptococcus sp. KHUD_012	3229851	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0020	0.0000	0.0020
Streptococcus sp. KHUD_013	3413147	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0020	0.0010	0.0100
Streptococcus sp. ZY19097	3231906	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0020	0.0010	0.0020
Streptococcus sp. LPB0220	2610896	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0010	0.0010
Streptococcus sp. oral taxon 431	712633	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0010	0.0000
Streptococcus sp. 517s	3469231	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0000	0.0010
Streptococcus sp. KHUD_011	3157334	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0030	0.0000
Streptococcus sp. NPS 308	1902136	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0000	0.0010
Streptococcus sp. A12	1759399	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0030	0.0010
Streptococcus sp. KHUD_015	3434352	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0000	0.0010
Streptococcus sp. D7B5	3038077	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0020	0.0000	0.0000
Streptococcus sp. HJ1	3458239	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0000	0.0010
Streptococcus sp. CP1998	3238303	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0010	0.0000	0.0000
Streptococcus sp. K0074	3402868	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0000	0.0000	0.0010
Streptococcus sp. 116-D4	2598453	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0000	0.0000	0.0000
Streptococcus sp. 11-4097	2828286	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0000	0.0000	0.0000
Streptococcus sp. FT1-55	3409805	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0030	0.0000	0.0020
Streptococcus sp. KHUD_018	3466483	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0000	0.0000	0.0000
Streptococcus sp. FDAARGOS_192	1839799	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0000	0.0000	0.0000
Streptococcus equi	1336	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0150	0.0110	0.0110
Streptococcus dysgalactiae	1334	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0550	0.0320	0.0360
Streptococcus intermedius	1338	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0190	0.0350	0.0400
Streptococcus anginosus	1328	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0320	0.0120	0.0160
Streptococcus constellatus	76860	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0170	0.0330	0.0680
Streptococcus suis	1307	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0420	0.0120	0.0320
Streptococcus uberis	1349	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0290	0.0310	0.0480
Streptococcus sobrinus	1310	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0270	0.0350	0.0240
Streptococcus equinus	1335	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0340	0.0390	0.0400
Streptococcus sanguinis	1305	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0230	0.0190	0.0260
Streptococcus urinalis	149016	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0220	0.0170	0.0170
Streptococcus ruminicola	2686210	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0460	0.0700	0.0680
Streptococcus tangpeifui	2709400	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0170	0.0240	0.0180
Streptococcus gordonii	1302	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0200	0.0690	0.0330
Streptococcus mutans	1309	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0180	0.0180	0.0140
Streptococcus marmotae	1825069	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0180	0.0310	0.0170
Streptococcus alactolyticus	29389	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0330	0.0340	0.0220
Streptococcus oralis	1303	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0300	0.0380	0.0180
Streptococcus porcinus	1340	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0170	0.0150	0.0200
Streptococcus mitis	28037	S	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0200	0.0040	0.0160
